CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID,HOME_FLAG,AWAY_FLAG,HOME_WIN_PCTG,AWAY_WIN_PCTG,TOTAL_WIN_PCTG,ROLLING_SCORING_MARGIN,ROLLING_OE,NUM_REST_DAYS
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,0,8,1,5,240,0,39,79,0.494,13,37,0.351,7,7,1.0,7,27,42,28,17,1,19,4,98,42.0,98.0,0,0.5630252100840336,-15.0,2024-25,2024-11-22,22400027,0,1,0.5714285714285714,0.2222222222222222,0.375,-8.0,0.5814375488613824,3.0
Brooklyn,Nets,1610612751,1,0,1,0,0,0,2,6,1,5,240,0,42,85,0.494,18,41,0.439,14,19,0.737,10,26,42,31,19,8,15,8,116,42.0,116.0,0,0.6033057851239669,1.0,2024-25,2024-11-19,22400022,1,0,0.5714285714285714,0.25,0.4,-3.6666666666666665,0.5850668266594582,2.0
OPPONENTS, Hornets,1610612766,0,1,0,0,0,1,2,9,1,5,240,0,38,82,0.463,20,37,0.541,19,22,0.864,13,31,53,25,20,6,23,8,115,53.0,115.0,0,0.5384615384615384,-1.0,2024-25,2024-11-19,22400022,0,1,0.5714285714285714,0.14285714285714285,0.35714285714285715,-4.666666666666667,0.5707875457875458,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,2,11,1,5,240,0,43,88,0.489,13,40,0.325,15,19,0.789,10,37,58,33,23,4,8,5,114,58.0,114.0,0,0.6386554621848739,10.0,2024-25,2024-11-17,22400240,1,0,0.6666666666666666,0.42857142857142855,0.5384615384615384,3.6666666666666665,0.6189890796345767,2.0
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,0,7,1,5,240,0,32,76,0.421,17,41,0.415,23,30,0.767,7,28,42,31,19,1,9,3,104,42.0,104.0,0,0.5779816513761468,-10.0,2024-25,2024-11-17,22400240,0,1,0.5,0.25,0.35714285714285715,-12.333333333333334,0.5752692461108895,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,0,9,1,5,240,0,44,83,0.53,13,38,0.342,23,28,0.821,8,37,54,25,21,7,13,6,124,54.0,124.0,1,0.6106194690265486,2.0,2024-25,2024-11-15,22400014,1,0,0.6,0.42857142857142855,0.5,4.333333333333333,0.6029543192737394,2.0
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,0,6,1,5,240,0,39,89,0.438,19,46,0.413,25,28,0.893,10,27,43,27,22,8,9,2,122,43.0,122.0,0,0.5739130434782609,-2.0,2024-25,2024-11-15,22400014,0,1,0.5,0.2857142857142857,0.38461538461538464,-8.333333333333334,0.5627888758323542,2.0
Brooklyn,Nets,1610612751,1,0,1,0,0,0,1,8,1,5,240,0,40,84,0.476,13,36,0.361,13,18,0.722,12,25,45,28,22,7,14,1,106,45.0,106.0,0,0.5964912280701754,2.0,2024-25,2024-11-04,22400158,1,0,0.6,0.3333333333333333,0.5,-1.3333333333333333,0.5879329734592892,1.0
OPPONENTS, Grizzlies,1610612763,0,1,0,0,0,1,1,11,1,5,240,0,43,91,0.473,8,30,0.267,10,13,0.769,13,31,55,29,16,5,15,8,104,55.0,104.0,0,0.5901639344262295,-2.0,2024-25,2024-11-04,22400158,0,1,0.5,0.5,0.5,12.666666666666666,0.6077823990460313,2.0
Brooklyn,Nets,1610612751,0,1,0,1,0,0,1,12,1,5,240,0,32,71,0.451,9,31,0.29,19,31,0.613,4,23,39,23,24,9,14,3,92,39.0,92.0,0,0.5288461538461539,-14.0,2024-25,2024-11-03,22400151,1,0,0.5,0.3333333333333333,0.42857142857142855,2.3333333333333335,0.5811929595827902,2.0
OPPONENTS, Pistons,1610612765,1,0,0,0,1,0,4,10,1,5,240,0,37,77,0.481,11,36,0.306,21,26,0.808,9,38,57,25,25,4,21,6,106,57.0,106.0,1,0.543859649122807,14.0,2024-25,2024-11-03,22400151,0,1,0.0,0.5,0.2857142857142857,-2.0,0.5445989186803487,2.0
Memphis,Grizzlies,1610612763,0,1,0,1,0,0,0,11,1,5,240,0,38,81,0.469,8,27,0.296,22,29,0.759,12,26,49,27,21,9,22,3,106,49.0,106.0,0,0.5508474576271186,-13.0,2024-25,2024-10-30,22400124,1,0,0.3333333333333333,0.5,0.4,-1.0,0.5990219816740255,2.0
OPPONENTS, Nets,1610612751,1,0,0,0,1,0,4,9,1,5,240,0,41,80,0.513,15,41,0.366,22,25,0.88,8,26,43,27,25,10,19,2,119,43.0,119.0,0,0.576271186440678,13.0,2024-25,2024-10-30,22400124,0,1,0.5,0.3333333333333333,0.4,7.0,0.585722624200174,1.0
Orlando,Magic,1610612753,1,0,1,0,0,0,1,12,1,5,240,0,39,75,0.52,15,30,0.5,23,33,0.697,5,34,51,28,19,10,13,7,116,51.0,116.0,0,0.6036036036036037,15.0,2024-25,2024-10-25,22400077,1,0,1.0,1.0,1.0,17.0,0.5893018018018018,2.0
OPPONENTS, Nets,1610612751,0,1,0,0,0,1,2,10,1,5,240,0,35,83,0.422,14,37,0.378,17,21,0.81,8,29,47,22,31,7,19,3,101,47.0,101.0,0,0.49137931034482757,-15.0,2024-25,2024-10-25,22400077,0,1,,0.0,0.0,-9.5,0.5019921761808172,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,1,12,1,5,240,0,56,108,0.519,17,44,0.386,14,18,0.778,17,29,58,32,16,20,11,7,143,58.0,143.0,0,0.6567164179104478,37.0,2024-25,2025-01-27,22400653,1,0,0.6666666666666666,0.6521739130434783,0.6595744680851063,21.333333333333332,0.6328062847602265,2.0
OPPONENTS, Grizzlies,1610612763,0,1,0,0,0,1,0,3,1,5,240,0,41,91,0.451,9,24,0.375,15,17,0.882,18,29,50,21,16,5,26,9,106,50.0,106.0,0,0.5166666666666667,-37.0,2024-25,2025-01-27,22400653,0,1,0.7916666666666666,0.5,0.6521739130434783,-0.6666666666666666,0.6066373675907145,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,0,8,1,5,240,0,52,105,0.495,17,36,0.472,22,23,0.957,17,36,61,40,13,9,11,4,143,61.0,143.0,0,0.6618705035971223,23.0,2024-25,2025-01-25,22400641,1,0,0.6521739130434783,0.6521739130434783,0.6521739130434783,12.0,0.6219008121234105,4.0
OPPONENTS, Kings,1610612758,0,1,0,0,0,1,0,6,1,5,240,0,46,95,0.484,14,36,0.389,14,16,0.875,9,29,44,33,19,5,12,5,120,44.0,120.0,0,0.6030534351145038,-23.0,2024-25,2025-01-25,22400641,0,1,0.52,0.5,0.5111111111111111,-8.666666666666666,0.5956649464017205,2.0
Philadelphia,76ers,1610612755,0,1,0,1,0,0,0,4,1,5,265,0,46,92,0.5,13,35,0.371,14,14,1.0,11,24,39,27,19,8,12,2,119,39.0,119.0,0,0.6083333333333333,-6.0,2024-25,2025-01-15,22400561,1,0,0.3157894736842105,0.45,0.38461538461538464,-9.0,0.5325257134579168,1.0
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,3,9,1,5,265,0,46,86,0.535,16,37,0.432,17,24,0.708,15,30,54,28,14,10,16,3,125,54.0,125.0,0,0.6434782608695652,6.0,2024-25,2025-01-15,22400561,0,1,0.65,0.6363636363636364,0.6428571428571429,11.666666666666666,0.6315648456178811,2.0
New York,Knicks,1610612752,0,1,0,1,0,0,1,6,1,5,240,0,40,80,0.5,15,37,0.405,24,29,0.828,10,32,48,26,21,5,18,2,119,48.0,119.0,0,0.5789473684210527,-5.0,2024-25,2025-01-13,22400549,1,0,0.65,0.6190476190476191,0.6341463414634146,1.3333333333333333,0.5837387586613593,1.0
OPPONENTS, Pistons,1610612765,1,0,0,0,1,0,2,5,1,5,240,0,46,92,0.5,15,34,0.441,17,18,0.944,11,28,44,20,21,8,13,2,124,44.0,124.0,1,0.5789473684210527,5.0,2024-25,2025-01-13,22400549,0,1,0.5263157894736842,0.5238095238095238,0.525,3.6666666666666665,0.5763885317488889,2.0
New York,Knicks,1610612752,0,1,0,1,0,0,2,6,1,5,240,0,37,96,0.385,4,31,0.129,23,23,1.0,16,27,49,18,15,7,12,3,101,49.0,101.0,0,0.5,-25.0,2024-25,2025-01-10,22400529,1,0,0.6666666666666666,0.6190476190476191,0.6410256410256411,-6.666666666666667,0.5382276804527121,2.0
OPPONENTS, Thunder,1610612760,1,0,0,0,1,0,0,7,1,5,240,0,48,89,0.539,14,27,0.519,16,18,0.889,8,38,53,20,23,9,15,9,126,53.0,126.0,0,0.5862068965517241,25.0,2024-25,2025-01-10,22400529,0,1,0.8888888888888888,0.7777777777777778,0.8378378378378378,10.333333333333334,0.5851599394101399,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,4,13,1,5,240,0,42,88,0.477,12,33,0.364,16,20,0.8,15,28,56,24,15,9,16,4,112,56.0,112.0,0,0.584070796460177,14.0,2024-25,2025-01-08,22400511,1,0,0.7058823529411765,0.6190476190476191,0.6578947368421053,-2.6666666666666665,0.5816450473994909,2.0
OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,1,3,1,5,240,0,38,77,0.494,10,26,0.385,12,15,0.8,8,25,36,25,15,9,17,6,98,36.0,98.0,0,0.5675675675675675,-14.0,2024-25,2025-01-08,22400511,0,1,0.35,0.058823529411764705,0.21621621621621623,-15.666666666666666,0.5698996034361888,2.0
New York,Knicks,1610612752,0,1,0,1,0,0,0,8,1,5,240,0,36,81,0.444,4,22,0.182,18,22,0.818,11,27,46,16,18,4,12,3,94,46.0,94.0,1,0.5306122448979592,-9.0,2024-25,2025-01-06,22400496,1,0,0.6875,0.6190476190476191,0.6486486486486487,-10.666666666666666,0.5786951948921161,2.0
OPPONENTS, Magic,1610612753,1,0,0,0,1,0,3,7,1,5,240,0,39,78,0.5,11,31,0.355,14,18,0.778,9,30,46,23,19,7,12,5,103,46.0,103.0,0,0.5961538461538461,9.0,2024-25,2025-01-06,22400496,0,1,0.7222222222222222,0.45,0.5789473684210527,1.6666666666666667,0.568924438393465,1.0
Oklahoma City,Thunder,1610612760,1,0,1,0,0,0,0,6,1,5,240,0,43,84,0.512,14,27,0.519,17,21,0.81,7,34,47,27,17,9,13,7,117,47.0,117.0,0,0.5982905982905983,10.0,2024-25,2025-01-03,22400473,1,0,0.8823529411764706,0.8125,0.8529411764705882,12.0,0.5886604977514068,1.0
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,8,1,5,240,0,43,90,0.478,9,32,0.281,12,17,0.706,11,31,50,22,17,7,12,2,107,50.0,107.0,0,0.5752212389380531,-10.0,2024-25,2025-01-03,22400473,0,1,0.7333333333333333,0.65,0.6857142857142857,8.666666666666666,0.6137891934671559,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,0,6,1,5,240,0,47,85,0.553,9,23,0.391,16,23,0.696,6,41,53,31,16,10,13,6,119,53.0,119.0,0,0.6341463414634146,16.0,2024-25,2025-01-01,22400458,1,0,0.7333333333333333,0.6842105263157895,0.7058823529411765,13.333333333333334,0.6225696138211383,2.0
OPPONENTS, Jazz,1610612762,0,1,0,0,0,1,1,7,1,5,240,0,39,96,0.406,13,43,0.302,12,15,0.8,14,31,52,23,19,7,17,6,103,52.0,103.0,0,0.5081967213114754,-16.0,2024-25,2025-01-01,22400458,0,1,0.14285714285714285,0.23529411764705882,0.1935483870967742,-10.0,0.55269290133409,2.0
Washington,Wizards,1610612764,0,1,0,1,0,0,0,9,1,5,240,0,39,92,0.424,12,43,0.279,16,22,0.727,12,34,55,25,23,6,13,8,106,55.0,106.0,0,0.5423728813559322,-20.0,2024-25,2024-12-30,22400443,1,0,0.25,0.07692307692307693,0.16666666666666666,-7.0,0.5620091411549155,2.0
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,1,7,1,5,240,0,45,98,0.459,15,44,0.341,21,25,0.84,15,39,61,34,19,9,8,2,126,61.0,126.0,0,0.632,20.0,2024-25,2024-12-30,22400443,0,1,0.7142857142857143,0.6842105263157895,0.696969696969697,15.666666666666666,0.6064736952861953,2.0
Washington,Wizards,1610612764,0,1,0,1,0,0,2,5,1,5,265,0,51,99,0.515,17,38,0.447,13,15,0.867,11,33,49,32,22,7,17,4,132,49.0,132.0,0,0.6058394160583942,-4.0,2024-25,2024-12-28,22400429,1,0,0.26666666666666666,0.07692307692307693,0.1724137931034483,-6.333333333333333,0.5478848473696049,2.0
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,0,6,1,5,265,0,51,97,0.526,10,40,0.25,24,26,0.923,10,33,49,26,14,7,15,3,136,49.0,136.0,0,0.6015625,4.0,2024-25,2024-12-28,22400429,0,1,0.7142857142857143,0.6666666666666666,0.6875,10.0,0.6034093678008152,1.0
Orlando,Magic,1610612753,0,1,0,1,0,0,0,7,1,5,240,0,32,87,0.368,10,33,0.303,11,12,0.917,11,22,40,20,23,7,17,3,85,40.0,85.0,0,0.46017699115044247,-23.0,2024-25,2024-12-27,22400419,1,0,0.75,0.4117647058823529,0.5757575757575758,-6.666666666666667,0.4779044303054168,1.0
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,0,17,1,5,240,0,40,75,0.533,4,15,0.267,24,34,0.706,12,32,61,18,20,10,18,3,108,61.0,108.0,0,0.5858585858585859,23.0,2024-25,2024-12-27,22400419,0,1,0.7142857142857143,0.6470588235294118,0.6774193548387096,13.333333333333334,0.6225267773615387,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,0,3,1,5,240,0,45,100,0.45,13,39,0.333,14,16,0.875,17,30,50,26,17,7,5,3,117,50.0,117.0,0,0.6228070175438597,3.0,2024-25,2024-12-25,22400405,1,0,0.7142857142857143,0.625,0.6666666666666666,9.333333333333334,0.6101314375325705,2.0
OPPONENTS, Spurs,1610612759,0,1,0,0,0,1,0,6,1,5,240,0,42,83,0.506,16,38,0.421,14,17,0.824,8,37,51,33,15,3,15,6,114,51.0,114.0,0,0.6097560975609756,-3.0,2024-25,2024-12-25,22400405,0,1,0.6111111111111112,0.3333333333333333,0.5,4.0,0.5764001806684734,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,3,12,1,5,240,0,51,86,0.593,17,37,0.459,20,29,0.69,8,27,47,34,27,9,17,1,139,47.0,139.0,2,0.6589147286821705,14.0,2024-25,2024-12-23,22400397,1,0,0.6923076923076923,0.625,0.6551724137931034,17.0,0.622282184771037,2.0
OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,0,9,1,5,240,0,42,77,0.545,11,28,0.393,30,37,0.811,4,26,39,28,25,6,15,3,125,39.0,125.0,0,0.603448275862069,-14.0,2024-25,2024-12-23,22400397,0,1,0.375,0.07142857142857142,0.23333333333333334,-8.333333333333334,0.5617732069637696,1.0
Orlando,Magic,1610612753,0,1,0,1,0,0,0,6,1,5,240,0,36,86,0.419,9,30,0.3,10,13,0.769,10,29,45,24,26,8,15,10,91,45.0,91.0,1,0.5217391304347826,-9.0,2024-25,2024-12-15,22401227,1,0,0.9090909090909091,0.4117647058823529,0.6071428571428571,-3.0,0.5431957877610052,5.0
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,2,7,1,5,240,0,33,71,0.465,10,24,0.417,24,30,0.8,7,38,52,20,16,8,19,3,100,52.0,100.0,0,0.5145631067961165,9.0,2024-25,2024-12-15,22401227,0,1,0.6666666666666666,0.5714285714285714,0.6153846153846154,2.0,0.5621323993394616,4.0
Toronto,Raptors,1610612761,0,1,0,1,0,0,1,6,1,5,240,0,43,96,0.448,13,35,0.371,9,11,0.818,17,34,57,23,16,4,13,4,108,57.0,108.0,0,0.5739130434782609,-5.0,2024-25,2024-12-09,22400359,1,0,0.46153846153846156,0.08333333333333333,0.28,-16.333333333333332,0.5418406765044922,2.0
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,0,5,1,5,240,0,42,82,0.512,17,40,0.425,12,19,0.632,6,34,45,32,13,7,10,7,113,45.0,113.0,0,0.6271186440677966,5.0,2024-25,2024-12-09,22400359,0,1,0.7272727272727273,0.5384615384615384,0.625,6.666666666666667,0.6216701273198448,2.0
New York,Knicks,1610612752,0,1,0,1,0,0,0,10,1,5,240,0,42,79,0.532,11,34,0.324,16,27,0.593,4,27,41,27,12,11,15,5,111,41.0,111.0,0,0.5897435897435898,-9.0,2024-25,2024-12-07,22400343,1,0,0.7272727272727273,0.5,0.6086956521739131,10.0,0.6012610702533183,2.0
OPPONENTS, Pistons,1610612765,1,0,0,0,1,0,1,7,1,5,240,0,43,83,0.518,18,36,0.5,16,19,0.842,9,34,50,28,20,7,19,0,120,50.0,120.0,0,0.5867768595041323,9.0,2024-25,2024-12-07,22400343,0,1,0.36363636363636365,0.42857142857142855,0.4,-7.333333333333333,0.5681356668100727,3.0
New York,Knicks,1610612752,1,0,1,0,0,0,0,7,1,5,240,0,41,76,0.539,18,33,0.545,25,32,0.781,6,37,50,29,13,7,9,4,125,50.0,125.0,0,0.6481481481481481,24.0,2024-25,2024-12-05,22400327,1,0,0.8,0.5,0.6363636363636364,24.0,0.5966798736721217,2.0
OPPONENTS, Hornets,1610612766,0,1,0,0,0,1,1,5,1,5,240,0,40,89,0.449,15,39,0.385,6,10,0.6,10,30,45,27,22,3,11,4,101,45.0,101.0,0,0.5726495726495726,-24.0,2024-25,2024-12-05,22400327,0,1,0.38461538461538464,0.1111111111111111,0.2727272727272727,-11.0,0.5417036076208278,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,2,10,1,5,240,0,43,85,0.506,15,35,0.429,20,20,1.0,5,34,49,30,25,6,19,4,121,49.0,121.0,0,0.5658914728682171,15.0,2024-25,2024-12-03,22400053,1,0,0.7777777777777778,0.5,0.6190476190476191,16.333333333333332,0.550327460653042,2.0
OPPONENTS, Magic,1610612753,0,1,0,0,0,1,1,8,1,5,240,0,38,87,0.437,9,39,0.231,21,25,0.84,9,29,46,20,19,9,16,4,106,46.0,106.0,0,0.5087719298245614,-15.0,2024-25,2024-12-03,22400053,0,1,1.0,0.42857142857142855,0.6521739130434783,5.333333333333333,0.5567577134927714,2.0
Charlotte,Hornets,1610612766,0,1,0,1,0,0,2,10,1,5,240,0,36,89,0.404,15,47,0.319,11,15,0.733,14,25,49,25,19,8,15,6,98,49.0,98.0,0,0.5304347826086957,-1.0,2024-25,2024-11-29,22400040,1,0,0.45454545454545453,0.125,0.3157894736842105,-5.333333333333333,0.49053383025523173,2.0
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,2,13,1,5,240,0,36,81,0.444,12,32,0.375,15,19,0.789,12,32,57,20,19,7,21,5,99,57.0,99.0,0,0.509090909090909,1.0,2024-25,2024-11-29,22400040,0,1,0.7142857142857143,0.5,0.5789473684210527,4.333333333333333,0.5953583453583454,2.0
Utah,Jazz,1610612762,1,0,1,0,0,0,0,13,1,5,240,0,44,87,0.506,19,34,0.559,14,19,0.737,9,43,65,30,19,4,18,4,121,65.0,121.0,0,0.5873015873015873,15.0,2024-25,2024-11-23,22400264,1,0,0.2857142857142857,0.2222222222222222,0.25,0.3333333333333333,0.5657303216279627,2.0
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,0,5,1,5,240,0,39,100,0.39,17,51,0.333,11,12,0.917,11,29,45,25,19,10,9,10,106,45.0,106.0,0,0.5203252032520326,-15.0,2024-25,2024-11-23,22400264,0,1,0.7142857142857143,0.4444444444444444,0.5625,9.666666666666666,0.6212175902270266,3.0
Phoenix,Suns,1610612756,0,1,0,1,0,0,0,7,1,5,240,0,45,92,0.489,19,50,0.38,13,17,0.765,11,23,41,30,16,9,14,2,122,41.0,122.0,0,0.6,-16.0,2024-25,2024-11-20,22400257,1,0,0.625,0.5,0.5625,-9.666666666666666,0.5937282229965156,2.0
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,2,7,1,5,240,0,50,86,0.581,19,39,0.487,19,21,0.905,10,31,48,30,15,10,15,0,138,48.0,138.0,0,0.6611570247933884,16.0,2024-25,2024-11-20,22400257,0,1,0.7142857142857143,0.5,0.6,18.0,0.660661009871307,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,0,8,1,5,240,0,51,91,0.56,20,40,0.5,12,13,0.923,7,34,49,37,12,4,8,1,134,49.0,134.0,0,0.6821705426356589,28.0,2024-25,2024-11-18,22400246,1,0,0.7142857142857143,0.42857142857142855,0.5714285714285714,13.333333333333334,0.6438151579490271,1.0
OPPONENTS, Wizards,1610612764,0,1,0,0,0,1,0,6,1,5,240,0,43,91,0.473,11,33,0.333,9,16,0.563,12,29,47,23,19,5,10,3,106,47.0,106.0,0,0.5892857142857143,-28.0,2024-25,2024-11-18,22400246,0,1,0.2,0.14285714285714285,0.15384615384615385,-20.0,0.5415917562595136,1.0
Philadelphia,76ers,1610612755,0,1,0,1,0,0,2,4,1,5,240,0,31,83,0.373,14,42,0.333,23,24,0.958,9,31,44,19,20,10,15,6,99,44.0,99.0,0,0.46296296296296297,-12.0,2024-25,2024-11-12,22400004,1,0,0.2,0.2,0.2,-6.666666666666667,0.5214832371695116,2.0
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,0,8,1,5,240,0,44,89,0.494,9,31,0.29,14,15,0.933,8,39,55,31,15,8,15,5,111,55.0,111.0,0,0.5905511811023622,12.0,2024-25,2024-11-12,22400004,0,1,0.6666666666666666,0.42857142857142855,0.5,7.666666666666667,0.6135896503790684,2.0
Indiana,Pacers,1610612754,1,0,1,0,0,0,4,10,1,5,240,0,45,88,0.511,21,46,0.457,21,25,0.84,5,27,42,27,22,6,10,4,132,42.0,132.0,0,0.6,11.0,2024-25,2024-11-10,22400203,1,0,0.75,0.3333333333333333,0.5,-0.6666666666666666,0.5653846153846154,2.0
OPPONENTS, Knicks,1610612752,0,1,0,0,0,1,1,8,1,5,240,0,46,83,0.554,7,25,0.28,22,27,0.815,8,31,47,23,20,5,14,3,121,47.0,121.0,0,0.6160714285714286,-11.0,2024-25,2024-11-10,22400203,0,1,0.6666666666666666,0.3333333333333333,0.4444444444444444,2.0,0.6079960872793739,2.0
Detroit,Pistons,1610612765,0,1,0,1,0,0,0,5,1,5,240,0,41,81,0.506,11,34,0.324,5,7,0.714,6,32,43,23,12,6,22,9,98,43.0,98.0,0,0.5333333333333333,-30.0,2024-25,2024-11-01,22400134,1,0,0.0,0.3333333333333333,0.16666666666666666,-9.333333333333334,0.5218884207526816,2.0
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,1,7,1,5,240,0,52,101,0.515,18,38,0.474,6,10,0.6,12,33,52,31,14,16,10,3,128,52.0,128.0,0,0.6384615384615384,30.0,2024-25,2024-11-01,22400134,0,1,0.5,0.6666666666666666,0.6,11.0,0.5936800830354053,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,1,6,1,5,240,0,44,84,0.524,12,27,0.444,23,29,0.793,11,32,49,19,18,5,12,4,123,49.0,123.0,0,0.6057692307692307,25.0,2024-25,2024-10-25,22400081,1,0,1.0,0.0,0.5,1.0,0.6028846153846154,3.0
OPPONENTS, Pacers,1610612754,0,1,0,0,0,1,1,13,1,5,240,0,41,83,0.494,3,30,0.1,13,20,0.65,9,24,46,28,24,8,16,6,98,46.0,98.0,1,0.5847457627118644,-25.0,2024-25,2024-10-25,22400081,0,1,,0.5,0.5,-9.5,0.5931858894860136,2.0
Orlando,Magic,1610612753,1,0,1,0,0,0,1,16,1,5,240,0,40,83,0.482,15,33,0.455,26,38,0.684,8,32,56,22,23,8,15,4,121,56.0,121.0,0,0.5535714285714286,8.0,2024-25,2025-01-25,22400638,1,0,0.625,0.391304347826087,0.5106382978723404,-10.0,0.4947548326261198,2.0
OPPONENTS, Pistons,1610612765,0,1,0,0,0,1,0,9,1,5,240,0,40,86,0.465,10,25,0.4,23,28,0.821,11,30,50,22,25,11,16,5,113,50.0,113.0,0,0.5486725663716814,-8.0,2024-25,2025-01-25,22400638,0,1,0.47619047619047616,0.5416666666666666,0.5111111111111111,4.333333333333333,0.5433614436925213,3.0
Orlando,Magic,1610612753,0,1,0,1,0,0,3,11,1,5,240,0,26,76,0.342,6,25,0.24,21,31,0.677,14,30,55,17,18,9,22,6,79,55.0,79.0,0,0.42574257425742573,-22.0,2024-25,2025-01-23,22400622,1,0,0.6086956521739131,0.391304347826087,0.5,-17.0,0.49451286592073845,2.0
OPPONENTS, Trail Blazers,1610612757,1,0,0,0,1,0,2,12,1,5,240,0,40,82,0.488,9,28,0.321,12,19,0.632,8,34,54,23,21,14,15,12,101,54.0,101.0,1,0.5625,22.0,2024-25,2025-01-23,22400622,0,1,0.47368421052631576,0.30434782608695654,0.38095238095238093,14.0,0.5796615966521809,2.0
Toronto,Raptors,1610612761,1,0,1,0,0,0,0,4,1,5,240,0,39,73,0.534,13,24,0.542,18,28,0.643,5,37,46,29,22,7,12,6,109,46.0,109.0,1,0.6238532110091743,16.0,2024-25,2025-01-21,22400608,1,0,0.43478260869565216,0.05,0.2558139534883721,3.6666666666666665,0.6270723107291233,4.0
OPPONENTS, Magic,1610612753,0,1,0,0,0,1,0,5,1,5,240,0,35,85,0.412,9,31,0.29,14,19,0.737,14,34,53,16,24,5,14,2,93,53.0,93.0,1,0.504950495049505,-16.0,2024-25,2025-01-21,22400608,0,1,0.6363636363636364,0.391304347826087,0.5111111111111111,-18.666666666666668,0.5209835542266824,2.0
Orlando,Magic,1610612753,1,0,1,0,0,0,1,13,1,5,240,0,39,80,0.488,7,30,0.233,19,28,0.679,12,29,54,23,23,10,17,9,104,54.0,104.0,0,0.5740740740740741,5.0,2024-25,2025-01-12,22400544,1,0,0.6666666666666666,0.45,0.5609756097560976,-4.333333333333333,0.5344725678059011,2.0
OPPONENTS, 76ers,1610612755,0,1,0,0,0,1,2,7,1,5,240,0,33,72,0.458,12,29,0.414,21,22,0.955,3,26,36,17,24,10,18,4,99,36.0,99.0,1,0.4807692307692308,-5.0,2024-25,2025-01-12,22400544,0,1,0.35294117647058826,0.45,0.40540540540540543,-2.3333333333333335,0.5419803961470628,2.0
Orlando,Magic,1610612753,0,1,0,1,0,0,0,7,1,5,240,0,35,98,0.357,14,47,0.298,8,13,0.615,14,29,50,25,21,8,11,4,92,50.0,92.0,0,0.5,-13.0,2024-25,2025-01-05,22400490,1,0,0.7222222222222222,0.42105263157894735,0.5675675675675675,-4.333333333333333,0.532448377581121,2.0
OPPONENTS, Jazz,1610612762,1,0,0,0,1,0,0,12,1,5,240,0,39,81,0.481,11,32,0.344,16,18,0.889,11,39,62,21,19,6,22,5,105,62.0,105.0,0,0.5309734513274337,13.0,2024-25,2025-01-05,22400490,0,1,0.14285714285714285,0.3157894736842105,0.24242424242424243,11.0,0.5608603417840291,1.0
Toronto,Raptors,1610612761,0,1,0,1,0,0,0,3,1,5,240,0,38,80,0.475,10,29,0.345,11,13,0.846,7,30,40,28,11,6,11,1,97,40.0,97.0,0,0.5892857142857143,-9.0,2024-25,2025-01-03,22400470,1,0,0.3684210526315789,0.0625,0.22857142857142856,-15.333333333333334,0.5625348351726305,2.0
OPPONENTS, Magic,1610612753,1,0,0,0,1,0,3,8,1,5,240,0,37,79,0.468,19,44,0.432,13,17,0.765,12,30,50,32,15,10,14,8,106,50.0,106.0,0,0.6106194690265486,9.0,2024-25,2025-01-03,22400470,0,1,0.7647058823529411,0.42105263157894735,0.5833333333333334,0.3333333333333333,0.5688120139447573,2.0
