CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID,HOME_FLAG,AWAY_FLAG,HOME_WIN_PCTG,AWAY_WIN_PCTG,TOTAL_WIN_PCTG,ROLLING_SCORING_MARGIN,ROLLING_OE,NUM_REST_DAYS
OPPONENTS, Hawks,1610612737,0,1,0,0,0,1,0,7,1,5,240,0,32,85,0.376,6,36,0.167,19,24,0.792,11,28,46,16,17,4,11,6,89,46.0,89.0,1,0.4752475247524752,-24.0,2022-23,2022-12-07,22200365,0,1,0.6153846153846154,0.4166666666666667,0.52,-7.666666666666667,0.5541554366347771,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,0,5,1,5,240,0,37,83,0.446,17,36,0.472,22,24,0.917,13,42,60,26,23,6,14,2,113,60.0,113.0,0,0.5727272727272728,24.0,2022-23,2022-12-07,22200365,1,0,0.46153846153846156,0.5,0.48,4.666666666666667,0.5120650953984288,3.0
Toronto,Raptors,1610612761,1,0,1,0,0,0,0,9,1,5,240,0,47,106,0.443,12,43,0.279,20,24,0.833,17,37,63,25,22,10,11,5,126,63.0,126.0,1,0.576,13.0,2022-23,2022-12-07,22200366,1,0,0.7692307692307693,0.25,0.52,6.666666666666667,0.5927936507936509,2.0
OPPONENTS, Wizards,1610612764,0,1,0,0,0,1,0,13,1,5,240,0,41,84,0.488,9,31,0.29,20,29,0.69,6,32,51,22,16,12,18,6,111,51.0,111.0,0,0.5338983050847458,-4.0,2022-23,2022-12-07,22200367,0,1,0.6153846153846154,0.25,0.44,-5.333333333333333,0.5648956651869788,3.0
Brooklyn,Nets,1610612751,1,0,1,0,0,0,1,5,1,5,240,0,49,86,0.57,12,31,0.387,12,16,0.75,5,34,44,33,20,3,11,8,122,44.0,122.0,0,0.656,6.0,2022-23,2022-12-07,22200364,1,0,0.6428571428571429,0.4166666666666667,0.5384615384615384,1.3333333333333333,0.5777936507936509,3.0
Chicago,Bulls,1610612741,1,0,1,0,0,0,0,7,1,5,240,0,45,90,0.5,10,23,0.435,15,17,0.882,6,35,48,29,20,11,19,4,115,48.0,115.0,0,0.5606060606060606,4.0,2022-23,2022-12-07,22200367,1,0,0.5454545454545454,0.3076923076923077,0.4166666666666667,-4.333333333333333,0.5369108690959085,3.0
Portland,Trail Blazers,1610612757,0,1,0,1,0,0,1,6,1,5,240,0,44,91,0.484,16,40,0.4,16,16,1.0,13,25,44,30,20,10,13,3,120,44.0,120.0,0,0.6115702479338843,-1.0,2022-23,2022-12-08,22200376,1,0,0.45454545454545453,0.5714285714285714,0.52,6.666666666666667,0.596518732137212,4.0
OPPONENTS, Nuggets,1610612743,1,0,0,0,1,0,0,6,1,5,240,0,47,91,0.516,12,30,0.4,15,22,0.682,16,32,54,28,16,6,16,5,121,54.0,121.0,0,0.6302521008403361,1.0,2022-23,2022-12-08,22200376,0,1,0.6666666666666666,0.5625,0.6,-5.0,0.5979200301450941,2.0
Miami,Heat,1610612748,1,0,1,0,0,0,0,3,1,5,240,0,46,90,0.511,12,32,0.375,11,14,0.786,7,36,46,24,20,11,8,1,115,46.0,115.0,0,0.6086956521739131,5.0,2022-23,2022-12-08,22200374,1,0,0.6428571428571429,0.25,0.46153846153846156,-7.666666666666667,0.5363462351157183,2.0
OPPONENTS, Clippers,1610612746,0,1,0,0,0,1,0,3,1,5,240,0,37,80,0.463,17,36,0.472,19,21,0.905,7,36,46,24,16,3,16,3,110,46.0,110.0,0,0.5398230088495575,-5.0,2022-23,2022-12-08,22200374,0,1,0.5384615384615384,0.5,0.5185185185185185,-2.6666666666666665,0.5639223966182804,1.0
San Antonio,Spurs,1610612759,1,0,1,0,0,0,1,8,1,5,240,0,46,83,0.554,13,36,0.361,13,15,0.867,7,31,46,25,19,5,17,7,118,46.0,118.0,0,0.6016949152542372,9.0,2022-23,2022-12-08,22200375,1,0,0.2857142857142857,0.2727272727272727,0.28,-15.666666666666666,0.5380187339839357,4.0
OPPONENTS, Rockets,1610612745,0,1,0,0,0,1,0,9,1,5,240,0,44,98,0.449,10,29,0.345,11,15,0.733,16,26,51,23,19,3,14,4,109,51.0,109.0,0,0.5630252100840336,-9.0,2022-23,2022-12-08,22200375,0,1,0.4444444444444444,0.1875,0.28,-6.333333333333333,0.5343033808143067,3.0
Brooklyn,Nets,1610612751,1,0,1,0,0,0,0,8,1,5,240,0,45,83,0.542,13,30,0.433,17,21,0.81,9,29,46,30,18,10,21,5,120,46.0,120.0,0,0.6,4.0,2022-23,2022-12-09,22200380,1,0,0.6666666666666666,0.4166666666666667,0.5555555555555556,-0.3333333333333333,0.5805714285714285,2.0
OPPONENTS, Kings,1610612758,1,0,0,0,1,0,2,7,1,5,240,0,35,66,0.53,16,33,0.485,20,32,0.625,5,33,45,21,22,11,19,5,106,45.0,106.0,0,0.5544554455445545,11.0,2022-23,2022-12-09,22200381,0,1,0.6666666666666666,0.5,0.5833333333333334,2.3333333333333335,0.5521844492141522,2.0
Dallas,Mavericks,1610612742,0,1,0,1,0,0,1,10,1,5,240,0,41,88,0.466,13,40,0.325,10,24,0.417,12,31,53,21,21,8,11,6,105,53.0,105.0,0,0.5740740740740741,-1.0,2022-23,2022-12-09,22200386,1,0,0.7142857142857143,0.2727272727272727,0.52,6.333333333333333,0.5818883277216611,3.0
OPPONENTS, Bucks,1610612749,1,0,0,0,1,0,2,10,1,5,240,0,38,87,0.437,11,32,0.344,19,23,0.826,13,38,61,27,21,5,17,4,106,61.0,106.0,1,0.5508474576271186,1.0,2022-23,2022-12-09,22200386,0,1,0.8,0.7,0.76,7.0,0.5883777239709443,2.0
Utah,Jazz,1610612762,0,1,0,1,0,0,0,6,1,5,240,0,39,90,0.433,13,44,0.295,17,24,0.708,12,28,46,22,20,9,11,0,108,46.0,108.0,0,0.5495495495495496,-10.0,2022-23,2022-12-09,22200385,1,0,0.6428571428571429,0.42857142857142855,0.5357142857142857,-4.666666666666667,0.563868541438635,2.0
OPPONENTS, Timberwolves,1610612750,1,0,0,0,1,0,0,11,1,5,240,0,42,79,0.532,14,35,0.4,20,26,0.769,6,38,55,30,21,7,17,3,118,55.0,118.0,0,0.6,10.0,2022-23,2022-12-09,22200385,0,1,0.5,0.5454545454545454,0.52,3.0,0.5760000000000001,2.0
OPPONENTS, Suns,1610612756,0,1,0,0,0,1,1,9,1,5,240,0,43,86,0.5,22,44,0.5,9,13,0.692,8,29,46,30,25,6,17,3,117,46.0,117.0,0,0.584,-11.0,2022-23,2022-12-09,22200384,0,1,0.8,0.36363636363636365,0.6153846153846154,-19.0,0.5446870166870167,2.0
OPPONENTS, Knicks,1610612752,1,0,0,0,1,0,3,11,1,5,240,0,41,93,0.441,13,34,0.382,26,30,0.867,16,32,59,25,21,6,14,7,121,59.0,121.0,0,0.5689655172413793,19.0,2022-23,2022-12-09,22200377,0,1,0.46153846153846156,0.5384615384615384,0.5,18.0,0.5381400208986417,2.0
OPPONENTS, Hawks,1610612737,0,1,0,0,0,1,0,7,1,5,240,0,46,93,0.495,10,29,0.345,14,16,0.875,12,26,45,21,18,12,18,4,116,45.0,116.0,0,0.5583333333333333,-4.0,2022-23,2022-12-09,22200380,0,1,0.6153846153846154,0.38461538461538464,0.5,-11.666666666666666,0.5230046429839834,2.0
OPPONENTS, Pistons,1610612765,0,1,0,0,0,1,0,15,1,5,240,0,36,90,0.4,11,35,0.314,20,27,0.741,13,34,62,23,29,6,19,7,103,62.0,103.0,0,0.4957983193277311,-11.0,2022-23,2022-12-09,22200383,0,1,0.3333333333333333,0.1875,0.25,1.0,0.517768124198832,2.0
Memphis,Grizzlies,1610612763,1,0,1,0,0,0,0,13,1,5,240,0,44,91,0.484,9,32,0.281,17,32,0.531,12,36,61,30,19,11,14,8,114,61.0,114.0,0,0.6016260162601627,11.0,2022-23,2022-12-09,22200383,1,0,0.8461538461538461,0.46153846153846156,0.6538461538461539,13.333333333333334,0.580106619434429,2.0
Cleveland,Cavaliers,1610612739,0,1,0,1,0,0,1,12,1,5,240,0,34,79,0.43,10,30,0.333,17,22,0.773,8,28,48,20,23,7,20,4,95,48.0,95.0,0,0.4864864864864865,-11.0,2022-23,2022-12-09,22200381,1,0,0.8461538461538461,0.38461538461538464,0.6153846153846154,-2.6666666666666665,0.5082775082775083,3.0
New Orleans,Pelicans,1610612740,1,0,1,0,0,0,0,8,1,5,240,0,46,90,0.511,8,27,0.296,28,35,0.8,13,31,52,27,15,10,11,1,128,52.0,128.0,0,0.6347826086956522,11.0,2022-23,2022-12-09,22200384,1,0,0.7857142857142857,0.5454545454545454,0.68,10.666666666666666,0.5884057971014492,2.0
OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,0,8,1,5,240,0,36,85,0.424,10,35,0.286,27,33,0.818,7,26,41,23,17,10,7,5,109,41.0,109.0,0,0.5462962962962963,-4.0,2022-23,2022-12-09,22200379,0,1,0.7692307692307693,0.23076923076923078,0.5,1.0,0.5582257495590829,2.0
Charlotte,Hornets,1610612766,0,1,0,1,0,0,1,5,1,5,240,0,37,84,0.44,6,26,0.231,22,28,0.786,12,33,50,16,26,8,13,6,102,50.0,102.0,0,0.5247524752475248,-19.0,2022-23,2022-12-09,22200377,1,0,0.3076923076923077,0.23076923076923078,0.2692307692307692,-9.0,0.5914058671592448,2.0
Orlando,Magic,1610612753,1,0,1,0,0,0,2,2,1,5,240,0,42,71,0.592,10,26,0.385,19,21,0.905,3,40,45,24,27,3,20,4,113,45.0,113.0,0,0.5892857142857143,4.0,2022-23,2022-12-09,22200379,1,0,0.4,0.08333333333333333,0.25925925925925924,0.6666666666666666,0.5372418879056048,2.0
OPPONENTS, Lakers,1610612747,0,1,0,0,0,1,2,8,1,5,265,0,44,88,0.5,11,31,0.355,23,30,0.767,7,30,45,29,23,12,21,4,122,45.0,122.0,0,0.5572519083969466,-11.0,2022-23,2022-12-09,22200382,0,1,0.5,0.3076923076923077,0.4,-12.666666666666666,0.5175551821113163,2.0
Philadelphia,76ers,1610612755,1,0,1,0,0,0,2,9,1,5,265,0,48,90,0.533,18,40,0.45,19,22,0.864,7,35,51,30,30,14,23,2,133,51.0,133.0,1,0.5735294117647058,11.0,2022-23,2022-12-09,22200382,1,0,0.6153846153846154,0.4166666666666667,0.52,-2.0,0.5443331178625296,4.0
Indiana,Pacers,1610612754,1,0,1,0,0,0,1,7,1,5,240,0,43,85,0.506,18,41,0.439,17,20,0.85,13,27,47,23,21,7,12,2,121,47.0,121.0,1,0.616822429906542,10.0,2022-23,2022-12-09,22200378,1,0,0.6666666666666666,0.42857142857142855,0.5384615384615384,4.0,0.5604635433559876,2.0
OPPONENTS, Wizards,1610612764,0,1,0,0,0,1,0,2,1,5,240,0,41,77,0.532,10,29,0.345,19,25,0.76,12,26,40,25,19,6,14,3,111,40.0,111.0,0,0.6346153846153846,-10.0,2022-23,2022-12-09,22200378,0,1,0.6153846153846154,0.23076923076923078,0.4230769230769231,-8.333333333333334,0.5796087299000434,2.0
OPPONENTS, Spurs,1610612759,1,0,0,0,1,0,0,9,1,5,240,0,42,78,0.538,7,21,0.333,24,31,0.774,9,37,55,24,21,8,18,4,115,55.0,115.0,1,0.5945945945945946,4.0,2022-23,2022-12-10,22200387,0,1,0.2857142857142857,0.3333333333333333,0.3076923076923077,-8.333333333333334,0.5669047628699646,2.0
Miami,Heat,1610612748,0,1,0,1,0,0,0,6,1,5,240,0,39,81,0.481,13,34,0.382,20,28,0.714,5,27,38,26,22,5,10,3,111,38.0,111.0,1,0.5803571428571429,-4.0,2022-23,2022-12-10,22200387,1,0,0.6,0.25,0.4444444444444444,-6.333333333333333,0.5661622524317357,2.0
Washington,Wizards,1610612764,0,1,0,1,0,0,1,5,1,5,240,0,37,85,0.435,16,34,0.471,17,19,0.895,8,42,55,24,15,8,15,3,107,55.0,107.0,0,0.5258620689655172,-7.0,2022-23,2022-12-10,22200389,1,0,0.5714285714285714,0.23076923076923078,0.4074074074074074,-7.0,0.5647919195552159,1.0
OPPONENTS, Jazz,1610612762,0,1,0,0,0,1,1,5,1,5,240,0,39,85,0.459,15,41,0.366,17,21,0.81,10,32,47,20,20,5,14,6,110,47.0,110.0,0,0.5412844036697247,-5.0,2022-23,2022-12-10,22200393,0,1,0.6428571428571429,0.4,0.5172413793103449,-4.666666666666667,0.5636113177397581,1.0
Denver,Nuggets,1610612743,1,0,1,0,0,0,1,6,1,5,240,0,47,86,0.547,8,26,0.308,13,16,0.813,6,33,45,28,17,5,9,8,115,45.0,115.0,0,0.6410256410256411,5.0,2022-23,2022-12-10,22200393,1,0,0.7,0.5625,0.6153846153846154,1.6666666666666667,0.6231894467188585,2.0
Golden State,Warriors,1610612744,1,0,1,0,0,0,2,5,1,5,240,0,47,92,0.511,13,39,0.333,16,20,0.8,11,42,58,26,20,3,15,6,123,58.0,123.0,0,0.5983606557377049,16.0,2022-23,2022-12-10,22200392,1,0,0.8571428571428571,0.15384615384615385,0.5185185185185185,2.3333333333333335,0.5680915447441095,3.0
Indiana,Pacers,1610612754,0,1,0,1,0,0,1,7,1,5,240,0,47,85,0.553,21,44,0.477,18,24,0.75,7,23,37,30,27,10,19,3,133,37.0,133.0,1,0.6062992125984252,-3.0,2022-23,2022-12-10,22200388,1,0,0.6153846153846154,0.42857142857142855,0.5185185185185185,0.3333333333333333,0.5800235983491133,1.0
OPPONENTS, Nets,1610612751,1,0,0,0,1,0,0,5,1,5,240,0,52,100,0.52,9,28,0.321,23,32,0.719,29,30,64,19,24,7,18,3,136,64.0,136.0,0,0.6574074074074074,3.0,2022-23,2022-12-10,22200388,0,1,0.6666666666666666,0.46153846153846156,0.5714285714285714,4.333333333333333,0.6378024691358024,1.0
OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,0,5,1,5,240,0,41,90,0.456,11,44,0.25,22,26,0.846,8,29,42,24,17,5,8,4,115,42.0,115.0,0,0.5701754385964912,-29.0,2022-23,2022-12-10,22200391,0,1,0.7142857142857143,0.25,0.5,-9.666666666666666,0.5689165042235217,1.0
Chicago,Bulls,1610612741,1,0,1,0,0,0,2,5,1,5,240,0,54,85,0.635,19,34,0.559,17,24,0.708,4,40,49,33,17,8,10,5,144,49.0,144.0,0,0.7016129032258065,29.0,2022-23,2022-12-10,22200391,1,0,0.5833333333333334,0.3076923076923077,0.44,8.0,0.5844301308010985,3.0
OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,0,8,1,5,240,0,38,87,0.437,12,40,0.3,19,26,0.731,6,33,47,17,14,8,10,6,107,47.0,107.0,0,0.5092592592592593,-16.0,2022-23,2022-12-10,22200392,0,1,0.8461538461538461,0.7142857142857143,0.7777777777777778,5.666666666666667,0.5725198848387255,3.0
OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,0,8,1,5,240,0,45,83,0.542,10,23,0.435,18,24,0.75,4,24,36,22,21,11,13,4,118,36.0,118.0,0,0.5877192982456141,-6.0,2022-23,2022-12-10,22200394,0,1,0.5,0.5,0.5,3.3333333333333335,0.579906432748538,1.0
Portland,Trail Blazers,1610612757,1,0,1,0,0,0,0,6,1,5,240,0,43,83,0.518,13,34,0.382,25,28,0.893,11,34,51,20,24,5,16,4,124,51.0,124.0,0,0.5833333333333334,6.0,2022-23,2022-12-10,22200394,1,0,0.5,0.5714285714285714,0.5384615384615384,7.0,0.600486986105466,2.0
OPPONENTS, Clippers,1610612746,1,0,0,0,1,0,0,8,1,5,240,0,40,94,0.426,19,48,0.396,15,16,0.938,9,33,50,22,16,9,10,7,114,50.0,114.0,0,0.5299145299145299,7.0,2022-23,2022-12-10,22200389,0,1,0.5384615384615384,0.5333333333333333,0.5357142857142857,-1.0,0.5356425404695718,2.0
OPPONENTS, Thunder,1610612760,0,1,0,0,0,1,1,7,1,5,240,0,38,83,0.458,10,29,0.345,16,20,0.8,7,33,47,25,26,8,11,6,102,47.0,102.0,1,0.5625,-8.0,2022-23,2022-12-10,22200390,0,1,0.5454545454545454,0.3333333333333333,0.4230769230769231,-7.333333333333333,0.5344945355191256,3.0
Cleveland,Cavaliers,1610612739,1,0,1,0,0,0,2,7,1,5,240,0,40,85,0.471,12,32,0.375,18,26,0.692,12,36,55,25,14,6,13,4,110,55.0,110.0,0,0.5855855855855856,8.0,2022-23,2022-12-10,22200390,1,0,0.8571428571428571,0.38461538461538464,0.6296296296296297,3.6666666666666665,0.5653345653345653,1.0
OPPONENTS, Hornets,1610612766,0,1,0,0,0,1,1,9,1,5,240,0,38,93,0.409,11,30,0.367,26,30,0.867,15,30,54,21,24,12,16,3,113,54.0,113.0,0,0.5130434782608696,-18.0,2022-23,2022-12-11,22200399,0,1,0.3076923076923077,0.21428571428571427,0.25925925925925924,-14.333333333333334,0.5564583002922717,2.0
New York,Knicks,1610612752,1,0,1,0,0,0,3,7,1,5,240,0,40,89,0.449,8,35,0.229,24,27,0.889,15,40,62,19,22,8,17,4,112,62.0,112.0,1,0.5363636363636364,13.0,2022-23,2022-12-11,22200397,1,0,0.5,0.5384615384615384,0.5185185185185185,18.666666666666668,0.5593521421107629,2.0
OPPONENTS, Kings,1610612758,0,1,0,0,0,1,1,11,1,5,240,0,33,83,0.398,10,39,0.256,23,35,0.657,11,30,52,20,21,7,17,0,99,52.0,99.0,0,0.48623853211009177,-13.0,2022-23,2022-12-11,22200397,0,1,0.6666666666666666,0.46153846153846156,0.56,-5.0,0.5347767804303366,2.0
OPPONENTS, Suns,1610612756,0,1,0,0,0,1,1,11,1,5,265,0,49,105,0.467,13,38,0.342,13,17,0.765,19,23,53,34,24,7,15,5,124,53.0,124.0,2,0.6148148148148148,-5.0,2022-23,2022-12-11,22200395,0,1,0.8,0.3333333333333333,0.5925925925925926,-14.333333333333334,0.5591490978157645,2.0
Orlando,Magic,1610612753,1,0,1,0,0,0,4,16,1,5,240,0,36,77,0.468,14,31,0.452,25,31,0.806,11,31,58,25,28,3,18,7,111,58.0,111.0,0,0.5596330275229358,12.0,2022-23,2022-12-11,22200398,1,0,0.4375,0.08333333333333333,0.2857142857142857,7.0,0.5615443425076453,2.0
Detroit,Pistons,1610612765,0,1,0,1,0,0,0,9,1,5,240,0,43,93,0.462,17,45,0.378,14,17,0.824,10,30,49,28,19,9,12,3,117,49.0,117.0,0,0.5772357723577236,-7.0,2022-23,2022-12-11,22200396,1,0,0.3076923076923077,0.1875,0.2413793103448276,-8.0,0.512439935323723,2.0
Philadelphia,76ers,1610612755,1,0,1,0,0,0,1,7,1,5,240,0,46,83,0.554,13,27,0.481,26,32,0.813,9,32,48,31,24,6,16,6,131,48.0,131.0,0,0.6363636363636364,18.0,2022-23,2022-12-11,22200399,1,0,0.6428571428571429,0.4166666666666667,0.5384615384615384,6.666666666666667,0.5769671504965622,2.0
Atlanta,Hawks,1610612737,1,0,1,0,0,0,1,8,1,5,265,0,47,98,0.48,13,39,0.333,16,21,0.762,8,37,53,28,22,3,15,6,123,53.0,123.0,0,0.5639097744360902,1.0,2022-23,2022-12-11,22200400,1,0,0.6428571428571429,0.38461538461538464,0.5185185185185185,-9.0,0.5324968775072997,2.0
OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,0,11,1,5,240,0,30,75,0.4,6,25,0.24,33,38,0.868,7,21,39,18,25,9,9,7,99,39.0,99.0,0,0.5052631578947369,-12.0,2022-23,2022-12-11,22200398,0,1,0.7692307692307693,0.21428571428571427,0.48148148148148145,-1.0,0.5425198180636777,2.0
OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,1,6,1,5,265,0,48,100,0.48,7,27,0.259,19,23,0.826,13,40,59,28,21,11,19,6,122,59.0,122.0,0,0.5671641791044776,-1.0,2022-23,2022-12-11,22200400,0,1,0.5833333333333334,0.2857142857142857,0.4230769230769231,10.666666666666666,0.6097943809787815,1.0
New Orleans,Pelicans,1610612740,1,0,1,0,0,0,2,7,1,5,265,0,50,86,0.581,8,25,0.32,21,28,0.75,7,36,50,31,26,10,17,3,129,50.0,129.0,0,0.6377952755905512,5.0,2022-23,2022-12-11,22200395,1,0,0.8,0.5454545454545454,0.6923076923076923,7.333333333333333,0.598105671573662,2.0
OPPONENTS, Bucks,1610612749,0,1,0,0,0,1,1,5,1,5,240,0,33,90,0.367,12,43,0.279,14,18,0.778,13,39,57,18,12,5,16,6,92,57.0,92.0,0,0.4594594594594595,-5.0,2022-23,2022-12-11,22200401,0,1,0.8,0.6363636363636364,0.7307692307692307,3.0,0.5589911945844149,2.0
Houston,Rockets,1610612745,1,0,1,0,0,0,0,7,1,5,240,0,40,91,0.44,6,27,0.222,11,12,0.917,10,39,56,23,17,11,12,8,97,56.0,97.0,0,0.5431034482758621,5.0,2022-23,2022-12-11,22200401,1,0,0.5,0.1875,0.3076923076923077,1.6666666666666667,0.5410259369674227,3.0
OPPONENTS, Lakers,1610612747,1,0,0,0,1,0,0,6,1,5,240,0,46,84,0.548,11,26,0.423,21,27,0.778,6,36,48,31,14,8,11,4,124,48.0,124.0,0,0.6416666666666667,7.0,2022-23,2022-12-11,22200396,0,1,0.5,0.35714285714285715,0.4230769230769231,-5.666666666666667,0.5632197719347848,2.0
OPPONENTS, Cavaliers,1610612739,0,1,0,0,0,1,0,9,1,5,240,0,45,92,0.489,5,23,0.217,16,17,0.941,15,29,53,21,13,7,15,7,111,53.0,111.0,0,0.584070796460177,-1.0,2022-23,2022-12-12,22200406,0,1,0.8571428571428571,0.35714285714285715,0.6071428571428571,-1.3333333333333333,0.552047622844083,2.0
Indiana,Pacers,1610612754,0,1,0,1,0,0,3,11,1,5,240,0,28,79,0.354,11,39,0.282,15,20,0.75,8,37,56,16,18,7,18,11,82,56.0,82.0,0,0.41904761904761906,-5.0,2022-23,2022-12-12,22200402,1,0,0.5714285714285714,0.42857142857142855,0.5,0.6666666666666666,0.5473897538508622,2.0
LA,Clippers,1610612746,1,0,1,0,0,0,1,11,1,5,240,0,44,90,0.489,10,25,0.4,15,21,0.714,11,35,57,18,26,10,10,2,113,57.0,113.0,0,0.5794392523364486,20.0,2022-23,2022-12-12,22200408,1,0,0.5714285714285714,0.5333333333333333,0.5517241379310345,7.333333333333333,0.549725597033512,2.0
San Antonio,Spurs,1610612759,1,0,1,0,0,0,1,5,1,5,240,0,46,97,0.474,9,27,0.333,11,16,0.688,19,27,51,25,19,6,13,2,112,51.0,112.0,1,0.6120689655172413,1.0,2022-23,2022-12-12,22200406,1,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.666666666666667,0.6027861584553578,2.0
OPPONENTS, Heat,1610612748,1,0,0,0,1,0,1,7,1,5,240,0,32,83,0.386,9,34,0.265,14,18,0.778,9,39,55,23,17,7,14,2,87,55.0,87.0,0,0.4954954954954955,5.0,2022-23,2022-12-12,22200402,0,1,0.6,0.3076923076923077,0.4642857142857143,2.0,0.5615160968421838,2.0
OPPONENTS, Hawks,1610612737,0,1,0,0,0,1,1,9,1,5,240,0,37,104,0.356,12,37,0.324,17,22,0.773,20,19,48,20,17,13,16,1,103,48.0,103.0,0,0.475,-25.0,2022-23,2022-12-12,22200404,0,1,0.6428571428571429,0.35714285714285715,0.5,-9.333333333333334,0.5324143692564746,1.0
OPPONENTS, Celtics,1610612738,0,1,0,0,0,1,0,10,1,5,240,0,33,76,0.434,9,39,0.231,18,26,0.692,5,31,46,27,17,5,15,6,93,46.0,93.0,0,0.5309734513274337,-20.0,2022-23,2022-12-12,22200408,0,1,0.8461538461538461,0.6666666666666666,0.75,-3.0,0.543713933831928,2.0
Memphis,Grizzlies,1610612763,1,0,1,0,0,0,1,11,1,5,240,0,50,83,0.602,13,32,0.406,15,18,0.833,5,44,60,36,17,8,23,12,128,60.0,128.0,0,0.6277372262773723,25.0,2022-23,2022-12-12,22200404,1,0,0.8571428571428571,0.46153846153846156,0.6666666666666666,19.0,0.6102890006453437,3.0
Washington,Wizards,1610612764,0,1,0,1,0,0,1,8,1,5,240,0,37,79,0.468,11,31,0.355,15,22,0.682,6,38,52,21,16,6,20,2,100,52.0,100.0,0,0.5087719298245614,-12.0,2022-23,2022-12-12,22200403,1,0,0.5333333333333333,0.23076923076923078,0.39285714285714285,-9.666666666666666,0.5564164611351544,2.0
OPPONENTS, Nets,1610612751,1,0,0,0,1,0,2,3,1,5,240,0,44,89,0.494,8,27,0.296,16,18,0.889,7,34,44,25,20,8,13,7,112,44.0,112.0,0,0.575,12.0,2022-23,2022-12-12,22200403,0,1,0.6666666666666666,0.5,0.5862068965517241,6.333333333333333,0.6108024691358024,2.0
OPPONENTS, Thunder,1610612760,0,1,0,0,0,1,0,5,1,5,240,0,42,88,0.477,10,31,0.323,20,21,0.952,10,32,47,21,22,4,13,1,114,47.0,114.0,0,0.5625,-7.0,2022-23,2022-12-12,22200405,0,1,0.5454545454545454,0.3125,0.4074074074074074,-12.0,0.5362021857923497,2.0
OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,0,7,1,5,240,0,46,93,0.495,10,27,0.37,10,19,0.526,7,30,44,25,19,12,10,2,112,44.0,112.0,0,0.5867768595041323,-21.0,2022-23,2022-12-12,22200407,0,1,0.5,0.46153846153846156,0.48148148148148145,-5.666666666666667,0.5914987192499154,2.0
Dallas,Mavericks,1610612742,1,0,1,0,0,0,0,8,1,5,240,0,39,93,0.419,22,54,0.407,21,25,0.84,16,34,58,24,19,4,14,3,121,58.0,121.0,0,0.5478260869565217,7.0,2022-23,2022-12-12,22200405,1,0,0.7333333333333333,0.25,0.5185185185185185,-7.666666666666667,0.5640251998756957,2.0
Portland,Trail Blazers,1610612757,1,0,1,0,0,0,1,4,1,5,240,0,48,89,0.539,21,46,0.457,16,21,0.762,11,43,58,32,21,4,19,4,133,58.0,133.0,0,0.6201550387596899,21.0,2022-23,2022-12-12,22200407,1,0,0.5384615384615384,0.5714285714285714,0.5555555555555556,8.666666666666666,0.6050195400089692,2.0
Utah,Jazz,1610612762,1,0,1,0,0,0,3,8,1,5,240,0,49,103,0.476,15,47,0.319,8,12,0.667,19,40,67,31,23,4,22,10,121,67.0,121.0,0,0.583941605839416,21.0,2022-23,2022-12-13,22200412,1,0,0.6666666666666666,0.4,0.5333333333333333,2.0,0.5582585196862301,3.0
OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,0,5,1,5,240,0,38,95,0.4,20,50,0.4,15,19,0.789,12,25,42,25,22,7,18,2,111,42.0,111.0,1,0.5,-17.0,2022-23,2022-12-13,22200410,0,1,0.8571428571428571,0.14285714285714285,0.5,-0.6666666666666666,0.5569804336329984,3.0
Milwaukee,Bucks,1610612749,1,0,1,0,0,0,2,7,1,5,240,0,45,82,0.549,12,29,0.414,26,32,0.813,12,43,62,22,18,8,23,5,128,62.0,128.0,0,0.5826086956521739,17.0,2022-23,2022-12-13,22200410,1,0,0.8125,0.6363636363636364,0.7407407407407407,4.333333333333333,0.5309718709129173,2.0
Philadelphia,76ers,1610612755,1,0,1,0,0,0,1,5,1,5,240,0,43,84,0.512,16,35,0.457,21,27,0.778,4,38,47,34,21,10,12,4,123,47.0,123.0,0,0.6111111111111112,20.0,2022-23,2022-12-13,22200409,1,0,0.6666666666666666,0.4166666666666667,0.5555555555555556,16.333333333333332,0.6070013864131512,2.0
